item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
opal_of_the_ild_rune,Opal of the Ild Rune,Wondrous Item,,Rare,Required,False,SKT,True,"This triangular fire opal measures about three inches on each side and is half an inch thick. The ild (fire) rune shimmers within its core, causing it to be slightly warm to the touch. The opal has the following properties, which work only while it’s on your person.",Requires Attunement,rare,wondrous,yes,SKT,3
orb_of_the_stein_rune,Orb of the Stein Rune,Wondrous Item,,Rare,Required,False,SKT,True,"This orb of granite is about the size of an adult human’s fist. The stein (stone) rune appears on it in the form of crystalline veins that run across the surface. The orb has the following properties, which work only while it’s on your person.",Requires Attunement,rare,wondrous,yes,SKT,3
pennant_of_the_vind_rune,Pennant of the Vind Rune,Wondrous Item,,Very Rare,Required,False,SKT,True,"This blue pennant is crafted from silk and is five feet long and whips about as if buffeted by a wind. The vind (wind) rune appears on its surface, looking almost like a cloud. The pennant has the following properties, which work only while it’s on your person.",Requires Attunement,very rare,wondrous,yes,SKT,4
gift_of_wind_you_can_transfer_the_pennant_s_magic_to_a_nonmagical_item_a_suit_of_armor_a_pair_of_boots_or_a_cloak_by_tracing_the_vind_rune_there_with_your_finger_the_transfer_takes_8_hours_of_work_that_requires_the_two_items_to_be_within_5_feet_of_each_other_at_the_end_the_pennant_is_destroyed_and_the_rune_appears_in_silver_on_the_chosen_item_which_gains_a_benefit_based_on_its_form,"Gift of Wind. You Can Transfer the Pennant’s Magic to a Nonmagical Item—a Suit of Armor, a Pair of Boots, or a Cloak—by Tracing the Vind Rune There with Your Finger. the Transfer Takes 8 Hours of Work That Requires the Two Items to Be Within 5 Feet of Each Other. at the End, the Pennant Is Destroyed, and the Rune Appears in Silver on the Chosen Item, Which Gains a Benefit Based on Its Form:",Armor,,Uncommon,Required,False,SKT,True,"Boots/Cloak. The pair of boots or cloak is now a rare magic item that requires attunement. While wearing the item, you can convert up to 20 feet of your movement on each of your turns into flight. If you don’t land at the end of this flight, you fall unless you have another means of staying aloft. Y",Requires Attunement,uncommon,armor,yes,SKT,2
potion_of_giant_size,Potion of Giant Size,Potion,,Legendary,,True,SKT,True,"When you drink this potion, you become Huge for 24 hours if you are Medium or smaller, otherwise the potion does nothing. For that duration, your Strength becomes 25, if it isn’t already higher, and your hit point maximum is doubled (your current hit points are doubled when you drink the potion). In",,legendary,potion,no,SKT,3
robe_of_serpents,Robe of Serpents,Wondrous Item,,Uncommon,Required,False,SKT,True,"A robe of serpents is a stylish silk garment that is popular among wealthy nobles and retired assassins. The robe is emblazoned with 1d4 + 3 stylized serpents, all brightly colored.",Requires Attunement,uncommon,wondrous,yes,SKT,2
rod_of_the_vonindod,Rod of the Vonindod,Rod,,Rare,Required,False,SKT,True,"The fire giant duke Zalto hired a wizard to craft several of these adamantine rods. Each measures 4 feet long, weighs 100 pounds, and is sized to fit comfortably in a fire giant’s hand. The rod has two prongs at one end and a molded handle grip on the opposite end.",Requires Attunement,rare,rod,yes,SKT,3
shard_of_the_ise_rune,Shard of the Ise Rune,Wondrous Item,,Very Rare,Required,False,SKT,True,"This shard of ice is long and slender, roughly the size of a dagger. The ise (ice) rune glows within it. The shard has the following properties, which work only while it’s on your person.",Requires Attunement,very rare,wondrous,yes,SKT,4
battle_standard_of_infernal_power,Battle Standard of Infernal Power,Wondrous Item,,Very Rare,Required,False,BGDiA,True,"This hell-forged battle standard is made of infernal iron and fitted with a small, unopenable cage containing a quasit. The trapped quasit is incapacitated, and its cage has AC 19, 10 hit points, and immunity to all types of damage except force damage. If killed or somehow released, the quasit disap",Requires Attunement,very rare,wondrous,yes,BGDiA,4
gauntlets_of_flaming_fury,Gauntlets of Flaming Fury,Wondrous Item,,Rare,Required,False,BGDiA,True,"While you wear both of these steel gauntlets, any non-magical weapon you grasp with either gauntlet is treated as a magic weapon. As a bonus action, you can use the gauntlets to cause magical flames to envelop one or two melee weapons in your grasp. Each flaming weapon deals an extra 1d6 fire damage",Requires Attunement,rare,wondrous,yes,BGDiA,3
fane_eater,Fane-Eater,Weapon,battleaxe,Legendary,Required,False,BGDiA,True,Fane-Eater is a battleaxe belonging to Arkhan the Cruel.,Requires Attunement,legendary,weapon,yes,BGDiA,5
hellfire_weapon,Hellfire Weapon,Weapon,any,Uncommon,,False,BGDiA,True,This weapon is fashioned from infernal iron and traced with veins of hellfire that shed dim light in a 5-foot-radius.,,uncommon,weapon,no,BGDiA,2
helm_of_devil_command,Helm of Devil Command,Wondrous Item,,Very Rare,Required,False,BGDiA,True,Helm of Devil Command,Requires Attunement,very rare,wondrous,yes,BGDiA,4
infernal_puzzle_box,Infernal Puzzle Box,Wondrous Item,,Uncommon,,False,BGDiA,True,"An infernal puzzle box is a cube-shaped container 5 to 6 inches on a side, composed of airtight, interlocking parts made from materials found in the Nine Hells. Most of these boxes are made of infernal iron, though some are carved from bone or horn. Infernal puzzle boxes are used to safeguard diabol",,uncommon,wondrous,no,BGDiA,2
infernal_tack,Infernal Tack,Wondrous Item,,Legendary,Required,False,BGDiA,True,"A narzugon devil binds a nightmare (described in the Monster Manual) to its service with infernal tack, which consists of a bridle, bit, reins, saddle, stirrups, and spurs. A nightmare equipped with infernal tack must serve whoever wears the spurs until the wearer dies or the tack is removed.",Requires Attunement,legendary,wondrous,yes,BGDiA,5
matalotok_the_frost_father,"Matalotok, the Frost Father",Weapon,warhammer,Legendary,Required,False,BGDiA,True,"Matalotok, the Frost Father, is an ancient hammer fashioned by Thrym, the god of frost giants. The favored weapon of the demon lord Kostchtchie, Matalotok is frigid to the touch and wreathed in mist.",Requires Attunement,legendary,weapon,yes,BGDiA,5
obsidian_flint_dragon_plate,Obsidian Flint Dragon Plate,Armor,plate,Legendary,,False,BGDiA,True,"You gain a +2 bonus to AC and resistance to poison damage while you wear this armor. In addition, you gain advantage on ability checks and saving throws made to avoid or end the grappled condition on yourself.",,legendary,armor,no,BGDiA,5
shield_of_the_hidden_lord,Shield of the Hidden Lord,Armor,shield,Legendary,Required,False,BGDiA,True,"The Shield of the Hidden Lord is of celestial origin and serves as a prison for the pit fiend Gargauth, whose mortal followers revere it as a god. Over time, Gargauth’s evil has warped the shield’s appearance, so that its celestial motif and designs have become twisted into a fiendish face that subt",Requires Attunement,legendary,shield,yes,BGDiA,5
soul_coin,Soul Coin,Wondrous Item,,Uncommon,,False,BGDiA,True,"Soul coins are about 5 inches across and about an inch thick, minted from infernal iron. Each coin weighs one-third of a pound, and is inscribed with Infernal writing and a spell that magically binds a single soul to the coin. Because each soul coin has a unique soul trapped within it, each has a st",,uncommon,wondrous,no,BGDiA,2
sword_of_zariel,Sword of Zariel,Weapon,longsword,Artifact,Required,False,BGDiA,True,Sword of Zariel,Requires Attunement,artifact,weapon,yes,BGDiA,5
bobbing_lily_pad,Bobbing Lily Pad,Wondrous Item,,Very Rare,Required,False,WBtW,True,"This magic vehicle is a 10-foot-diameter leaf that floats on water. It has tendrils that propel it across land and across the water’s surface (but not underwater), as well as through the air. It has a walking, flying, and swimming speed of 20 feet, and it can hover. It moves according to your spoken",Requires Attunement,very rare,wondrous,yes,WBtW,4
chromatic_rose,Chromatic Rose,Wondrous Item,,Rare,,False,WBtW,True,"This magic rose comes in one of five colors, as noted in the Chromatic Roses table. While a rose is held, it gains a harmless visual effect as indicated on the table.",,rare,wondrous,no,WBtW,3
dust_of_corrosion,Dust of Corrosion,Wondrous Item,,Uncommon,,False,WBtW,True,"As an action, you can throw this dust into the air, filling a 10-foot cube that extends out from you. Surfaces and objects made of nonmagical ferrous metal in the area instantly corrode and turn to dust, becoming useless and unsalvageable. Any creature in the area that is made wholly or partly out o",,uncommon,wondrous,no,WBtW,2
eldritch_staff,Eldritch Staff,Staff,,Very Rare,Required,False,WBtW,True,This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls.,Requires Attunement,very rare,staff,yes,WBtW,4
iggwilv_s_cauldron,Iggwilv’s Cauldron,Wondrous Item,,Artifact,Required,False,WBtW,True,"Iggwilv crafted this wondrous cauldron with the help of her adoptive mother, the archfey Baba Yaga. The cauldron has two forms. Only Iggwilv or Baba Yaga can change the cauldron from one form to another (by using an action to touch it), which either can do without being attuned to the item. In its f",Requires Attunement,artifact,wondrous,yes,WBtW,5
ornithopter_of_flying,Ornithopter of Flying,Wondrous Item,,Very Rare,,False,WBtW,True,"You can use this contraption to fly, provided your weight (including whatever you are wearing or carrying) doesn’t exceed 300 pounds. The ornithopter has a flying speed of 30 feet, and it moves according to your spoken directions while you are riding it. It can’t hover. If the ornithopter loses its ",,very rare,wondrous,no,WBtW,4
pixie_dust,Pixie Dust,Wondrous Item,,Uncommon,,False,WBtW,True,"As an action, you can sprinkle this dust on yourself or another creature you can see within 5 feet of you. The recipient gains a flying speed of 30 feet and the ability to hover for 1 minute. If the creature is airborne when this effect ends, it falls safely to the ground, taking no damage and landi",,uncommon,wondrous,no,WBtW,2
potion_of_advantage,Potion of Advantage,Potion,,Uncommon,,True,WBtW,True,"When you drink this potion, you gain advantage on one ability check, attack roll, or saving throw of your choice that you make within the next hour.",,uncommon,potion,no,WBtW,1
scissors_of_shadow_snipping,Scissors of Shadow Snipping,Wondrous Item,,Rare,Required,False,WBtW,True,"As an action, you make a few snips with these iron shears and cause the shadow of a Humanoid creature you can see within 5 feet of you to detach from its source. If the creature is unwilling to give up its shadow, it can make a DC 15 Charisma saving throw, retaining its shadow on a success. Whether ",Requires Attunement,rare,wondrous,yes,WBtW,3
snicker_snack,Snicker-Snack,Weapon,Greatsword,Legendary,Required,False,WBtW,True,Display in VTT,Requires Attunement,legendary,weapon,yes,WBtW,5
steel,Steel,Weapon,Longsword,Very Rare,Required,False,WBtW,True,You have a +2 bonus to attack and damage rolls made with this magic weapon.,Requires Attunement,very rare,weapon,yes,WBtW,4
woodcutter_s_axe,Woodcutter’s Axe,Weapon,Greataxe,Rare,,False,WBtW,True,You have a +1 bonus to attack and damage rolls made with this magic weapon.,,rare,weapon,no,WBtW,3
azuredge,Azuredge,Weapon,battleaxe,Legendary,Required,False,WDH,True,"Forged by the archwizard Ahghairon, this intelligent battleaxe was crafted to defend Waterdeep. Its current wielder is a former member of Force Grey named Meloon Wardragon (see appendix B), but the weapon is searching for a new owner.",Requires Attunement,legendary,weapon,yes,WDH,5
blackstaff,Blackstaff,Staff,,Legendary,Required,False,WDH,True,"The Blackstaff is a sentient, rune-carved staff set with thin silver veins. It is the symbol of office for the Blackstaff, the highest-ranking wizard in Waterdeep. As the rightful owner of the Blackstaff, Vajra Safahr is the only one who can become attuned to it. The staff can, however, choose a new",Requires Attunement,legendary,staff,yes,WDH,5
bracer_of_flying_daggers,Bracer of Flying Daggers,Wondrous Item,,Rare,Required,False,WDH,True,"This armband appears to have thin daggers strapped to it. As an action, you can pull up to two magic daggers from the bracer and immediately hurl them, making a ranged attack with each dagger. A dagger vanishes if you don’t hurl it right away, and the daggers disappear right after they hit or miss. ",Requires Attunement,rare,wondrous,yes,WDH,3
dragonstaff_of_ahghairon,Dragonstaff of Ahghairon,Staff,,Legendary,Required,False,WDH,True,"While holding the dragonstaff of Ahghairon, you have advantage on saving throws against the spells and breath weapons of dragons, as well as the breath weapons of other creatures of the dragon type (such as dragon turtles).",Requires Attunement,legendary,staff,yes,WDH,5
feather_of_diatryma_summoning,Feather of Diatryma Summoning,Wondrous Item,,Rare,Required,False,WDH,True,"This bright plume is made from the feather of a diatryma (pronounced dee-ah-TRY-mah), a Large, colorful, flightless bird native to the Underdark. If you use an action to speak the command word and throw the feather into a Large unoccupied space on the ground within 5 feet of you, the feather becomes",Requires Attunement,rare,wondrous,yes,WDH,3
knave_s_eye_patch,Knave’s Eye Patch,Wondrous Item,,Rare,Required,False,WDH,True,"While wearing this eye patch, you gain these benefits:",Requires Attunement,rare,wondrous,yes,WDH,3
ring_of_truth_telling,Ring of Truth Telling,Ring,,Uncommon,Required,False,WDH,True,"While wearing this ring, you have advantage on Wisdom (Insight) checks to determine whether someone is lying to you.",Requires Attunement,uncommon,ring,yes,WDH,2
smokepowder,Smokepowder,Wondrous Item,,Uncommon,,False,WDH,True,"Smokepowder is a magical explosive chiefly used to propel a bullet out of the barrel of a firearm. It is stored in airtight wooden kegs or tiny, waterproof leather packets. A packet contains enough smokepowder for five shots, and a keg holds enough smokepowder for five hundred shots.",,uncommon,wondrous,no,WDH,2
balloon_pack,Balloon Pack,Wondrous Item,,Uncommon,,False,PotA,True,"This backpack contains the spirit of an air elemental and a compact leather balloon. While you’re wearing the backpack, you can deploy the balloon as an action and gain the effect of the levitate spell for 10 minutes, targeting yourself and requiring no concentration. Alternatively, you can use a re",,uncommon,wondrous,no,PotA,2
bottled_breath,Bottled Breath,Potion,,Uncommon,,True,PotA,True,"This bottle contains a breath of elemental air. When you inhale it, you either exhale it or hold it.",,uncommon,potion,no,PotA,1
claws_of_the_umber_hulk,Claws of the Umber Hulk,Wondrous Item,,Rare,Required,False,PotA,True,"These heavy gauntlets of brown iron are forged in the shape of an umber hulk’s claws, and they fit the wearer’s hands and forearms all the way up to the elbow. While wearing both claws, you gain a burrowing speed of 20 feet, and you can tunnel through solid rock at a rate of 1 foot per round.",Requires Attunement,rare,wondrous,yes,PotA,3
devastation_orb,Devastation Orb,Wondrous Item,,Very Rare,,False,PotA,True,"A devastation orb is an elemental bomb that can be created at the site of an elemental node by performing a ritual with an elemental weapon. The type of orb created depends on the node used. For example, an air node creates a devastation orb of air. The ritual takes 1 hour to complete and requires 2",,very rare,wondrous,no,PotA,4
seeker_dart,Seeker Dart,Weapon,dart,Uncommon,,False,PotA,True,This small dart is decorated with designs like windy spirals that span the length of its shaft.,,uncommon,weapon,no,PotA,2
storm_boomerang,Storm Boomerang,Weapon,,Uncommon,,False,PotA,True,"This boomerang is a ranged weapon carved from griffon bone and etched with the symbol of elemental air. When thrown, it has a range of 60/120 feet, and any creature that is proficient with the javelin is also proficient with this weapon. On a hit, the boomerang deals 1d4 bludgeoning damage and 3d4 t",,uncommon,weapon,no,PotA,2
weird_tank,Weird Tank,Wondrous Item,,Rare,Required,False,PotA,True,"A weird tank is a ten-gallon tank of blown glass and sculpted bronze with a backpack-like carrying harness fashioned from tough leather. A water weird (see the Monster Manual for statistics) is contained within the tank. While wearing the tank, you can use an action to open it, allowing the water we",Requires Attunement,rare,wondrous,yes,PotA,3
wingwear,Wingwear,Wondrous Item,,Uncommon,Required,False,PotA,True,"This snug uniform has symbols of air stitched into it and leathery flaps that stretch along the arms, waist, and legs to create wings for gliding. A suit of wingwear has 3 charges. While you wear the suit, you can use a bonus action and expend 1 charge to gain a flying speed of 30 feet until you lan",Requires Attunement,uncommon,wondrous,yes,PotA,2
lost_crown_of_besilmer,Lost Crown of Besilmer,Wondrous Item,,Legendary,Required,False,PotA,True,"This dwarven battle-helm consists of a sturdy open-faced steel helmet, decorated with a golden circlet above the brow from which seven small gold spikes project upward. You gain the following benefits while wearing the crown:",Requires Attunement,legendary,wondrous,yes,PotA,5
orcsplitter,Orcsplitter,Weapon,greataxe,Legendary,Required,False,PotA,True,"A mighty axe wielded long ago by the dwarf king Torhild Flametongue, Orcsplitter is a battered weapon that appears unremarkable at first glance. Its head is graven with the Dwarvish runes for “orc,” but the runes are depicted with a gap or slash through the markings; the word “orc” is literally spli",Requires Attunement,legendary,weapon,yes,PotA,5
drown,Drown,Weapon,trident,Legendary,Required,False,PotA,True,"A steel trident decorated with bronze barnacles along the upper part of its haft, Drown has a sea-green jewel just below the tines and a silver shell at the end of its haft. It floats on the surface if dropped onto water, and it floats in place if it is released underwater. The trident is always coo",Requires Attunement,legendary,weapon,yes,PotA,5
ironfang,Ironfang,Weapon,war pick,Legendary,Required,False,PotA,True,"A war pick forged from a single piece of iron, Ironfang has a fang-like head inscribed with ancient runes. The pick is heavy in the hand, but when the wielder swings the pick in anger, the weapon seems almost weightless. This weapon is immune to any form of rust, acid, or corrosion — nothing seems t",Requires Attunement,legendary,weapon,yes,PotA,5
tinderstrike,Tinderstrike,Weapon,dagger,Legendary,Required,False,PotA,True,"A flint dagger, Tinderstrike is uncommonly sharp, and sparks cascade off its edge whenever it strikes something solid. Its handle is always warm to the touch, and the blade smolders for 1d4 minutes after it is used to deal damage. It contains a spark of Imix, Prince of Evil Fire.",Requires Attunement,legendary,weapon,yes,PotA,5
windvane,Windvane,Weapon,spear,Legendary,Required,False,PotA,True,"A silver spear, Windvane has dark sapphires on the filigreed surface of its polished head. Held by its shining haft, the weapon feels insubstantial, as if clutching a cool, gently flowing breeze. The spear contains a spark of Yan-C-Bin, the Prince of Evil Air.",Requires Attunement,legendary,weapon,yes,PotA,5
amethyst_lodestone,Amethyst Lodestone,Wondrous Item,,Very Rare,Required,False,FTD,True,"This fist-sized chunk of amethyst is infused with an amethyst dragon’s ability to bend gravitational forces. While you are carrying the lodestone, you have advantage on Strength saving throws.",Requires Attunement,very rare,wondrous,yes,FTD,4
crystal_blade,Crystal Blade,Weapon,Any Sword,Rare,Required,False,FTD,True,"This magic sword’s blade is fashioned from a horn or spine from a crystal dragon. When you hit with an attack roll using this sword, the target takes an extra 1d8 radiant damage.",Requires Attunement,rare,weapon,yes,FTD,3
dragonhide_belt,Dragonhide Belt,Wondrous Item,,Uncommon,Required,False,FTD,True,"This finely detailed belt is made of dragonhide. While wearing it, you gain a bonus to the saving throw DCs of your ki features. The bonus is determined by the belt’s rarity. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can’t use this action ag",Requires Attunement,uncommon,wondrous,yes,FTD,2
dragonlance,Dragonlance,Weapon,Lance or Pike,Legendary,Required,False,FTD,True,"A dragonlance is a renowned weapon forged from rare metal with the aid of powerful artifacts associated with Bahamut. Different lances are forged for use by foot soldiers (as pikes) and by riders (as lances), but the magical properties of the weapons are the same.",Requires Attunement,legendary,weapon,yes,FTD,5
dragon_wing_bow,Dragon Wing Bow,Weapon,Any Bow,Rare,Required,False,FTD,True,"The limb tips of this magic bow are shaped like a dragon’s wings, and the weapon is infused with the essence of a chromatic, gem, or metallic dragon’s breath. When you hit with an attack roll using this magic bow, the target takes an extra 1d6 damage of the same type as the breath infused in the bow",Requires Attunement,rare,weapon,yes,FTD,3
emerald_pen,Emerald Pen,Wondrous Item,,Uncommon,,False,FTD,True,"This pen is tipped with an emerald nib and requires no ink to write. While holding this pen, you can cast illusory script at will, requiring no material components.",,uncommon,wondrous,no,FTD,2
flail_of_tiamat,Flail of Tiamat,Weapon,Flail,Legendary,Required,False,FTD,True,"This magic flail is made in the image of Tiamat, with five jagged heads shaped like the heads of five different chromatic dragons. You gain a +3 bonus to attack and damage rolls made with this flail. When you hit with an attack roll using it, the target takes an extra 5d4 damage of your choice of on",Requires Attunement,legendary,weapon,yes,FTD,5
gold_canary_figurine_of_wondrous_power,Gold Canary Figurine of Wondrous Power,Wondrous Item,,Legendary,,False,FTD,True,"This gold statuette is carved in the likeness of a canary and is small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature in one of two forms (you choose). If there is",,legendary,wondrous,no,FTD,5
platinum_scarf,Platinum Scarf,Wondrous Item,,Legendary,Required,False,FTD,True,This scarf is made of sturdy cloth and covered in platinum-colored scales.,Requires Attunement,legendary,wondrous,yes,FTD,5
potion_of_dragon_s_majesty,Potion of Dragon’s Majesty,Potion,,Legendary,,True,FTD,True,"This potion looks like liquid gold, with a single scale from a chromatic, gem, or metallic dragon suspended in it. When you drink this potion, you transform into an adult dragon of the same kind as the dragon the scale came from. The transformation lasts for 1 hour. Any equipment you are wearing or ",,legendary,potion,no,FTD,3
ruby_weave_gem,Ruby Weave Gem,Wondrous Item,,Legendary,Required,False,FTD,True,"While you are holding this gem, you can use it as a spellcasting focus for your spells.",Requires Attunement,legendary,wondrous,yes,FTD,5
sapphire_buckler,Sapphire Buckler,Armor,Shield,Very Rare,Required,False,FTD,True,"This crystalline blue shield is fashioned from a sapphire dragon’s scale and is created to aid in rooting out the influence of Aberrations. While wielding the shield, you have resistance to psychic and thunder damage. Also, when you take damage from a creature that is within 5 feet of you, you can u",Requires Attunement,very rare,shield,yes,FTD,4
topaz_annihilator,Topaz Annihilator,Weapon,Firearm,Legendary,Required,False,FTD,True,"This magic ranged weapon resembles a musket, but in lieu of any ammunition, it holds a glowing yellow scale from a topaz dragon in its heart.",Requires Attunement,legendary,weapon,yes,FTD,5
bracers_of_celerity,Bracers of Celerity,Wondrous Item,,Rare,Required,False,PaBtSO,True,"This pair of lightweight bronze bracers is lined with soft, purple velvet and engraved with swirling designs.",Requires Attunement,rare,wondrous,yes,PaBtSO,3
cape_of_enlargement,Cape of Enlargement,Wondrous Item,,Very Rare,Required,False,PaBtSO,True,Ancient runes are stitched in silver thread along the hem of this grayish-purple cape.,Requires Attunement,very rare,wondrous,yes,PaBtSO,4
flayer_slayer,Flayer Slayer,Weapon,Greataxe,Rare,Required,False,PaBtSO,True,Carvings of decapitated mind flayers adorn this greataxe’s metal blade. You gain a +1 bonus to attack and damage rolls made with this greataxe.,Requires Attunement,rare,weapon,yes,PaBtSO,3
luminous_war_pick,Luminous War Pick,Weapon,War Pick,Rare,Required,False,PaBtSO,True,The haft of this war pick is inlaid with crushed pearlescent stones that imbue the weapon with a faint luminescence. You gain a +1 bonus to attack and damage rolls made with this war pick.,Requires Attunement,rare,weapon,yes,PaBtSO,3
mindblasting_cap,Mindblasting Cap,Wondrous Item,,Very Rare,Required,False,PaBtSO,True,"This soft, violet cap bears stitching in the pattern of folds on a brain.",Requires Attunement,very rare,wondrous,yes,PaBtSO,4
mindguard_crown,Mindguard Crown,Wondrous Item,,Very Rare,Required,False,PaBtSO,True,"While you wear this adamantine crown, you have advantage on Intelligence, Wisdom, and Charisma saving throws, and you have resistance to psychic damage.",Requires Attunement,very rare,wondrous,yes,PaBtSO,4
mudslick_tower,Mudslick Tower,Wondrous Item,,Very Rare,,False,PaBtSO,True,"You can use an action to place this 1-inch-diameter granite sphere on the ground and speak its command word, which is “petrification” in Terran. The sphere rapidly grows into a stout tower that remains until you use an action to touch the tower and speak the command word again, whereupon the tower s",,very rare,wondrous,no,PaBtSO,4
potion_of_psionic_fortitude,Potion of Psionic Fortitude,Potion,,Uncommon,,True,PaBtSO,True,"When you drink this potion, you have advantage for 1 hour on saving throws you make to avoid or end the charmed or stunned condition on yourself.",,uncommon,potion,no,PaBtSO,1
ring_of_the_orator,Ring of the Orator,Ring,,Uncommon,Required,False,PaBtSO,True,"This ring has 6 charges. While you wear it, you can expend 1 of its charges to project your voice to be heard clearly by all creatures within 1 mile of yourself, regardless of intervening noise, for 1 minute. Magical silence, 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet o",Requires Attunement,uncommon,ring,yes,PaBtSO,2
spider_staff,Spider Staff,Staff,,Rare,Required,False,PaBtSO,True,The top of this magic quarterstaff is shaped like a spider. It deals an extra 1d6 poison damage on a hit when used to make a weapon attack.,Requires Attunement,rare,staff,yes,PaBtSO,3
staff_of_defense,Staff of Defense,Staff,,Rare,Required,False,PaBtSO,True,"This slender, hollow staff is made of glass yet is as strong as oak. It weighs 3 pounds. While holding the staff, you have a +1 bonus to your Armor Class.",Requires Attunement,rare,staff,yes,PaBtSO,3
amulet_of_protection_from_turning,Amulet of Protection from Turning,Wondrous Item,,Rare,Required,False,TftYP,True,"While you wear this amulet of silver and turquoise, you have advantage on saving throws against effects that turn undead.",Requires Attunement,rare,wondrous,yes,TftYP,3
balance_of_harmony,Balance of Harmony,Wondrous Item,,Uncommon,,False,TftYP,True,"This scale bears celestial symbols on one pan and fiendish symbols on the other. You can use the scale to cast detect evil and good as a ritual. Doing so requires you to place the scale on a solid surface, then sprinkle the pans with holy water or place a transparent gem worth 100 gp in each pan. Th",,uncommon,wondrous,no,TftYP,2
bracelet_of_rock_magic,Bracelet of Rock Magic,Wondrous Item,,Very Rare,Required,False,TftYP,True,"While you wear this gold bracelet, it grants you immunity to being petrified, and it allows you to cast flesh to stone (save DC 15) as an action. Once the spell has been cast three times, the bracelet can no longer cast it. Thereafter, you can cast stone shape as an action. After you have done this ",Requires Attunement,very rare,wondrous,yes,TftYP,4
eagle_whistle,Eagle Whistle,Wondrous Item,,Rare,,False,TftYP,True,"While you blow an eagle whistle continuously, you can fly twice as fast as your walking speed. You can blow the whistle continuously for a number of rounds equal to 5 + five times your Constitution modifier (minimum of 1 round) or until you talk, hold your breath, or start suffocating. A use of the ",,rare,wondrous,no,TftYP,3
hell_hound_cloak,Hell Hound Cloak,Wondrous Item,,Rare,Required,False,TftYP,True,"This dark cloak is made of cured hell hound hide. As an action, you can command the cloak to transform you into a hell hound for up to 1 hour. The transformation otherwise functions as the polymorph spell, but you can use a bonus action to revert to your normal form.",Requires Attunement,rare,wondrous,yes,TftYP,3
loadstone,Loadstone,Wondrous Item,,Rare,,False,TftYP,True,This stone is a large gem worth 150 gp.,,rare,wondrous,no,TftYP,3
mirror_of_the_past,Mirror of the Past,Wondrous Item,,Rare,,False,TftYP,True,"The holder of this platinum hand mirror can learn something about the history of a specific object or creature by taking an action to gaze into the mirror and think of the target. Instead of the holder’s reflection, the mirror presents scenes from the target’s past. Information conveyed is accurate,",,rare,wondrous,no,TftYP,3
night_caller,Night Caller,Wondrous Item,,Uncommon,,False,TftYP,True,"This whistle is carved from transparent crystal, and it resembles a tiny dragon curled up like a snail. The name Night Caller is etched on the whistle in Dwarvish runes. If a character succeeds on a DC 20 Intelligence (Arcana or History) check, the character recalls lore that says the duergar made s",,uncommon,wondrous,no,TftYP,2
robe_of_summer,Robe of Summer,Wondrous Item,,Rare,Required,False,TftYP,True,"This elegant garment is made from fine cloth in hues of red, orange, and gold. While you wear the robe, you have resistance to cold damage. In addition, you are comfortable as if the temperature were that of a balmy day, so you suffer no ill effects from the weather’s temperature extremes.",Requires Attunement,rare,wondrous,yes,TftYP,3
shatterspike,Shatterspike,Weapon,longsword,Uncommon,Required,False,TftYP,True,"You have a +1 bonus to attack and damage rolls you make with this magic weapon. If it hits an object, the hit is automatically a critical hit, and it can deal bludgeoning or slashing damage to the object (your choice). Further, damage from nonmagical sources can’t harm the weapon.",Requires Attunement,uncommon,weapon,yes,TftYP,2
spear_of_backbiting,Spear of Backbiting,Weapon,spear or javelin,Very Rare,Required,False,TftYP,True,"You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you throw it, its normal and long ranges both increase by 30 feet, and it deals one extra die of damage on a hit. After you throw it and it hits or misses, it flies back to your hand immediately.",Requires Attunement,very rare,weapon,yes,TftYP,4
stone_of_ill_luck,Stone of Ill Luck,Wondrous Item,,Uncommon,Required,False,TftYP,True,"This polished agate appears to be a stone of good luck to anyone who tries to identify it, and it confers that item’s property while on your person.",Requires Attunement,uncommon,wondrous,yes,TftYP,2
wand_of_entangle,Wand of Entangle,Wand,,Uncommon,Required,False,TftYP,True,"This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cast the entangle spell (save DC 13) from it.",Requires Attunement,uncommon,wand,yes,TftYP,2
waythe,Waythe,Weapon,greatsword,Legendary,Required,False,TftYP,True,Waythe is a unique greatsword most recently in the possession of a high-ranking cloud giant ambassador.,Requires Attunement,legendary,weapon,yes,TftYP,5
flying_chariot,Flying Chariot,Wondrous Item,,Rare,,False,MOoT,True,The chariot’s riders and creatures pulling the chariot gain a +1 bonus to their AC.,,rare,wondrous,no,MOoT,3
helm_of_the_gods,Helm of the Gods,Wondrous Item,,Rare,Required,False,MOoT,True,"While wearing this helm, you know whether there is a celestial or fiend within 30 feet of you, as well as where the creature is located, provided the creature isn’t behind total cover.",Requires Attunement,rare,wondrous,yes,MOoT,3
